"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"1","2010-11","20104 (Autumn 2010)","DANCE 100 B","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",87,23,18,15,4,7,3,1,1,NA,1,NA,6,8,3.1
"2","2010-11","20104 (Autumn 2010)","DANCE 102 A","INTRO TO DANCE","PERIGO, KORY",32,12,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"3","2010-11","20104 (Autumn 2010)","DANCE 102 B","INTRO TO DANCE","PETERS, PAULA",32,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"4","2010-11","20104 (Autumn 2010)","DANCE 102 C","INTRO TO DANCE","HAMBRICK, GENERAL MCARTHUR",32,22,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,3.8
"5","2010-11","20104 (Autumn 2010)","DANCE 104 A","MODERN TECHNIQUE","MCNEIL, CHRISTINA J",34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"6","2010-11","20104 (Autumn 2010)","DANCE 107 A","BALLET TECHNIQUE","WEI, CHENGXIN",26,16,6,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,3.6
"7","2010-11","20104 (Autumn 2010)","DANCE 110 B","JAZZ TECHNIQUE I","MCNEIL, CHRISTINA J",38,33,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"8","2010-11","20104 (Autumn 2010)","DANCE 201 A","BALLET TECHNIQUE 2","HAMBRICK, GENERAL MCARTHUR",25,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"9","2010-11","20104 (Autumn 2010)","DANCE 201 B","BALLET TECHNIQUE 2","WEI, CHENGXIN",27,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"10","2010-11","20104 (Autumn 2010)","DANCE 204 A","MODERN TECHNIQ II","COOPER, ELIZABETH",24,15,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3.7
"11","2010-11","20104 (Autumn 2010)","DANCE 204 B","MODERN TECHNIQ II","SALK, JENNIFER",22,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"12","2010-11","20104 (Autumn 2010)","DANCE 230 A","ALTERNATIVE MVT STD","KOHLMYER, BLISS",35,33,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"13","2010-11","20104 (Autumn 2010)","DANCE 234 A","WORLD DANCE & CLTR","MCMAINS, JULIET",28,13,11,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3.6
"14","2010-11","20104 (Autumn 2010)","DANCE 234 B","WORLD DANCE & CLTR","MCMAINS, JULIET",20,7,7,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"15","2010-11","20104 (Autumn 2010)","DANCE 234 C","WORLD DANCE & CLTR","MCMAINS, JULIET",14,5,2,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,3.4
"16","2010-11","20104 (Autumn 2010)","DANCE 250 A","CROSS-CULTURAL DANCE","MCMAINS, JULIET",35,8,9,7,4,2,1,1,NA,1,NA,NA,NA,2,3.3
"17","2010-11","20104 (Autumn 2010)","DANCE 301 A","BALLET TECHNIQ III","WILEY, HANNAH C",25,21,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"18","2010-11","20104 (Autumn 2010)","DANCE 301 B","BALLET TECHNIQ III","PETERS, PAULA",16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"19","2010-11","20104 (Autumn 2010)","DANCE 304 A","MODERN TECHNIQ III","KOHLMYER, BLISS",22,17,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"20","2010-11","20104 (Autumn 2010)","DANCE 304 B","MODERN TECHNIQ III","MONROE-COOK, BRENNA",17,11,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"21","2010-11","20104 (Autumn 2010)","DANCE 401 A","BALLET TECHNIQ IV","COOPER, ELIZABETH",21,9,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"22","2010-11","20104 (Autumn 2010)","DANCE 493 A","ANATOMY FOR DANCE","WILEY, HANNAH C",35,16,7,3,2,2,NA,2,1,NA,NA,1,1,NA,3.3
"23","2010-11","20111 (Winter 2011)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",93,46,26,8,1,1,3,2,NA,NA,NA,NA,3,3,3.5
"24","2010-11","20111 (Winter 2011)","DANCE 102 A","INTRO TO DANCE","HAMBRICK, GENERAL MCARTHUR",36,24,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.8
"25","2010-11","20111 (Winter 2011)","DANCE 102 B","INTRO TO DANCE","WEI, CHENGXIN",38,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"26","2010-11","20111 (Winter 2011)","DANCE 102 C","INTRO TO DANCE","WILEY, HANNAH C",31,29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3.9
"27","2010-11","20111 (Winter 2011)","DANCE 105 A","MODERN TECHNIQUE","WEI, CHENGXIN",39,28,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3.8
"28","2010-11","20111 (Winter 2011)","DANCE 108 A","BALLET TECHNIQUE","PETERS, PAULA",37,28,4,1,NA,NA,1,2,NA,NA,NA,NA,NA,1,3.7
"29","2010-11","20111 (Winter 2011)","DANCE 111 A","JAZZ TECHNIQUE I","MCNEIL, CHRISTINA J",38,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"30","2010-11","20111 (Winter 2011)","DANCE 202 A","BALLET TECHNIQUE 2","MCNEIL, CHRISTINA J",30,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"31","2010-11","20111 (Winter 2011)","DANCE 202 B","BALLET TECHNIQUE 2","KOHLMYER, BLISS",30,27,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.9
"32","2010-11","20111 (Winter 2011)","DANCE 205 A","MODERN TECHNIQ II","CURTIS, JEFF",24,9,7,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2,3.5
"33","2010-11","20111 (Winter 2011)","DANCE 205 B","MODERN TECHNIQ II","KOHLMYER, BLISS",17,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"34","2010-11","20111 (Winter 2011)","DANCE 211 A","JAZZ TECHNIQUE II","HAMBRICK, GENERAL MCARTHUR",27,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"35","2010-11","20111 (Winter 2011)","DANCE 231 A","FOLK/SOC DNC FORMS","MCMAINS, JULIET",20,8,6,1,NA,2,1,1,NA,NA,1,NA,NA,NA,3.3
"36","2010-11","20111 (Winter 2011)","DANCE 231 B","FOLK/SOC DNC FORMS","MCMAINS, JULIET",19,10,5,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3.7
"37","2010-11","20111 (Winter 2011)","DANCE 231 C","FOLK/SOC DNC FORMS","MCMAINS, JULIET",21,16,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,3.7
"38","2010-11","20111 (Winter 2011)","DANCE 231 D","FOLK/SOC DNC FORMS","MCMAINS, JULIET",21,15,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.9
"39","2010-11","20111 (Winter 2011)","DANCE 232 A","INTERMED ALTER MVMT","MONROE-COOK, BRENNA",34,28,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"40","2010-11","20111 (Winter 2011)","DANCE 242 A","MUSIC FOR DANCE","MOORE, PAUL R.",25,7,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"41","2010-11","20111 (Winter 2011)","DANCE 302 A","BALLET TECHNIQ III","COOPER, ELIZABETH",24,15,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3.7
"42","2010-11","20111 (Winter 2011)","DANCE 305 A","MODERN TECHNIQ III","KOCH, JURG",24,6,11,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"43","2010-11","20111 (Winter 2011)","DANCE 311 A","JAZZ TECHNIQUES III","PETERS, PAULA",18,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"44","2010-11","20111 (Winter 2011)","DANCE 350 A","DANCE ETHNOGRAPHY","MCMAINS, JULIET",25,11,5,NA,3,2,1,NA,1,NA,NA,1,NA,1,3.3
"45","2010-11","20111 (Winter 2011)","DANCE 402 A","BALLET TECHNIQ IV","WILEY, HANNAH C",15,10,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"46","2010-11","20111 (Winter 2011)","DANCE 402 B","BALLET TECHNIQ IV","MONROE-COOK, BRENNA",15,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"47","2010-11","20111 (Winter 2011)","DANCE 494 A","TEACHING METHODS","SALK, JENNIFER",20,17,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3.8
"48","2010-11","20112 (Spring 2011)","DANCE 100 A","UNDERSTANDING DANCE","CINOTTO, RHONDA M.",176,65,39,23,18,14,7,4,NA,NA,NA,1,4,1,3.3
"49","2010-11","20112 (Spring 2011)","DANCE 102 A","INTRO TO DANCE","MCNEIL, CHRISTINA J",37,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
