"","Academic_Year","Term","Course_Number","Course_Title","Primary_Instructor","Student_Count","A","A.","B.","B","B..1","C.","C","C..1","D.","D","D..1","F","W","Average_GPA"
"583","2014-15","20153 (Summer 2015)","CSE 373 A","DATA STRUC/ALGORITH","MILNE, LAUREN R",66,9,19,13,10,6,NA,NA,1,2,NA,NA,1,5,3.2
"584","2014-15","20153 (Summer 2015)","CSE 456 A","STORY FOR ANIMATION","MONES-HATTAL, BARBARA",20,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8
"585","2014-15","20153 (Summer 2015)","CSE 464 A","ADV TOPICS-ANIMATION","MONES-HATTAL, BARBARA",17,6,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"586","2015-16","20154 (Autumn 2015)","CSE 142 A","COMPUTER PRGRMNG I","REGES, STUART",416,35,79,61,47,48,33,20,17,12,4,7,24,29,2.7
"587","2015-16","20154 (Autumn 2015)","CSE 142 B","COMPUTER PRGRMNG I","REGES, STUART",661,55,109,113,87,77,41,34,26,26,8,8,51,26,2.6
"588","2015-16","20154 (Autumn 2015)","CSE 143 A","COMPUTER PRGRMNG II","OBOURN, ALLISON E",318,29,49,36,56,51,30,16,9,5,NA,2,9,26,2.8
"589","2015-16","20154 (Autumn 2015)","CSE 143 X","COMPUTER PRGRMNG II","BLANK, ADAM D",166,27,50,24,11,19,10,3,2,1,1,NA,4,14,3.2
"590","2015-16","20154 (Autumn 2015)","CSE 311 A","FOUNDATIONS COMP I","OVEIS GHARAN, SHAYAN",93,15,29,24,11,13,1,NA,NA,NA,NA,NA,NA,NA,3.3
"591","2015-16","20154 (Autumn 2015)","CSE 311 B","FOUNDATIONS COMP I","LEE, JAMES R",107,18,44,22,16,4,NA,NA,NA,NA,1,NA,1,1,3.4
"592","2015-16","20154 (Autumn 2015)","CSE 312 A","FOUNDATIONS COMP II","TOMPA, MARTIN",87,15,37,13,7,8,2,1,1,NA,NA,NA,2,1,3.3
"593","2015-16","20154 (Autumn 2015)","CSE 331 A","SW DESIGN & IMPL","PERKINS, HAL",78,16,31,14,7,6,1,NA,NA,NA,NA,NA,3,NA,3.3
"594","2015-16","20154 (Autumn 2015)","CSE 332 A","DATA ABSTRACTIONS","BLANK, ADAM D",94,17,41,22,9,3,NA,NA,1,NA,NA,NA,1,NA,3.4
"595","2015-16","20154 (Autumn 2015)","CSE 333 A","SYSTEMS PROGRAMMING","ZAHORJAN, JOHN",74,5,26,21,7,3,5,1,NA,NA,NA,NA,1,5,3.2
"596","2015-16","20154 (Autumn 2015)","CSE 341 A","PROGRAMMING LANGS","BORNING, ALAN H",55,8,23,13,7,1,NA,NA,NA,NA,NA,NA,1,2,3.4
"597","2015-16","20154 (Autumn 2015)","CSE 344 A","INTRO DATA MGMT","BALAZINSKA, MAGDA",94,9,45,31,7,NA,1,1,NA,NA,NA,NA,NA,NA,3.4
"598","2015-16","20154 (Autumn 2015)","CSE 351 A","HW SW INTERFACE","ANDERSON, RUTH",117,11,46,34,13,10,1,NA,NA,NA,NA,NA,NA,2,3.3
"599","2015-16","20154 (Autumn 2015)","CSE 351 B","HW SW INTERFACE","ANDERSON, RUTH",80,14,41,16,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"600","2015-16","20154 (Autumn 2015)","CSE 369 A","INTRO DIG DESIGN","SEELIG, GEORG",16,3,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"601","2015-16","20154 (Autumn 2015)","CSE 373 A","DATA STRUC/ALGORITH","QUINN, KEVIN C",182,16,38,26,46,19,14,8,NA,NA,1,1,4,9,3
"602","2015-16","20154 (Autumn 2015)","CSE 374 A","PROG CONCEPTS TOOLS","PERKINS, HAL",71,11,22,14,11,6,NA,NA,NA,2,NA,1,NA,4,3.3
"603","2015-16","20154 (Autumn 2015)","CSE 421 A","INTRO TO ALGORITHMS","ANDERSON, RICHARD J",80,3,53,14,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"604","2015-16","20154 (Autumn 2015)","CSE 427 A","COMP BIOLOGY","RUZZO, WALTER L",35,26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.8
"605","2015-16","20154 (Autumn 2015)","CSE 440 A","INTRODUCTION TO HCI","FOGARTY, JAMES A",29,11,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"606","2015-16","20154 (Autumn 2015)","CSE 440 B","INTRODUCTION TO HCI","FOGARTY, JAMES A",16,2,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"607","2015-16","20154 (Autumn 2015)","CSE 451 A","INTRO OPERATING SYS","WANG, XI",55,7,36,9,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3.6
"608","2015-16","20154 (Autumn 2015)","CSE 454 A","INTERNET SERVICES","WELD, DAN",21,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"609","2015-16","20154 (Autumn 2015)","CSE 457 A","COMPUTER GRAPHICS","KEMELMACHER-SHLIZERMAN, IRA",31,22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.8
"610","2015-16","20154 (Autumn 2015)","CSE 458 A","COMPUTER ANIMATION","MONES-HATTAL, BARBARA",22,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"611","2015-16","20154 (Autumn 2015)","CSE 459 A","ANIMATION PRE-PROD","MONES-HATTAL, BARBARA",13,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"612","2015-16","20154 (Autumn 2015)","CSE 461 A","INTRO COMP NETWORKS","GOLLAKOTA, SHYAM",65,45,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"613","2015-16","20154 (Autumn 2015)","CSE 466 A","SW FOR EMB SYS","HEMINGWAY, BRUCE R.",30,19,8,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3.7
"614","2015-16","20154 (Autumn 2015)","CSE 473 A","INTR TO ARTIF INTLL","TANIMOTO, STEVEN L",67,17,29,7,7,2,NA,1,NA,NA,1,NA,1,2,3.4
"615","2015-16","20154 (Autumn 2015)","CSE 484 A","COMPUTER SECURITY","KOHNO, TADAYOSHI",62,45,14,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3.8
"616","2015-16","20154 (Autumn 2015)","CSE 505 A","PRIN OF PROG LANGS","TATLOCK, ZACHARY L",23,10,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"617","2015-16","20154 (Autumn 2015)","CSE 544 A","PRINCIPLES OF DBMS","CHEUNG, ALVIN K",25,1,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"618","2015-16","20154 (Autumn 2015)","CSE 546 A","MACHINE LEARNING","KAKADE, SHAM",78,29,28,5,1,NA,NA,NA,NA,NA,NA,NA,3,12,3.6
"619","2015-16","20154 (Autumn 2015)","CSE 550 A","COMPUTER SYSTEMS","KRISHNAMURTHY, ARVIND",25,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"620","2015-16","20154 (Autumn 2015)","CSE 557 A","COMPUTER GRAPHICS","CURLESS, BRIAN",21,11,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"621","2015-16","20154 (Autumn 2015)","CSE 571 A","AI-ROBOTICS","FOX, DIETER",22,5,11,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3.5
"622","2015-16","20154 (Autumn 2015)","CSE P 517 A","NAT LANG PROCESSING","CHOI, YEJIN",54,15,27,5,3,1,1,NA,NA,NA,NA,NA,NA,2,3.6
"623","2015-16","20154 (Autumn 2015)","CSE P 544 A","DATABASE MGT SYS","SUCIU, DAN",49,17,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"624","2015-16","20154 (Autumn 2015)","CSE P 548 A","COMPUTER ARCH","CEZE, LUIS H",32,28,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3.9
"625","2015-16","20161 (Winter 2016)","CSE 142 A","COMPUTER PRGRMNG I","FUNG, ZORAH L",353,26,57,49,35,40,24,21,12,12,7,7,34,29,2.5
"626","2015-16","20161 (Winter 2016)","CSE 142 B","COMPUTER PRGRMNG I","FUNG, ZORAH L",324,33,50,55,48,48,21,12,13,6,8,2,15,13,2.8
"627","2015-16","20161 (Winter 2016)","CSE 142 E","COMPUTER PRGRMNG I","FUNG, ZORAH L",271,28,54,42,41,26,18,11,11,6,5,4,14,11,2.8
"628","2015-16","20161 (Winter 2016)","CSE 143 A","COMPUTER PRGRMNG II","REGES, STUART",269,27,40,37,43,27,23,24,17,6,2,1,12,10,2.7
"629","2015-16","20161 (Winter 2016)","CSE 143 B","COMPUTER PRGRMNG II","REGES, STUART",417,37,85,53,60,59,31,25,22,6,7,NA,19,13,2.8
"630","2015-16","20161 (Winter 2016)","CSE 154 A","WEB PROGRAMMING","OBOURN, ALLISON E",285,36,66,57,44,23,3,13,8,2,1,5,11,16,3
"631","2015-16","20161 (Winter 2016)","CSE 160 A","DATA PROGRAMMING","ANDERSON, RUTH",88,9,24,17,7,9,3,5,NA,3,NA,2,3,6,3
"632","2015-16","20161 (Winter 2016)","CSE 312 A","FOUNDATIONS COMP II","TOMPA, MARTIN",107,16,31,34,8,6,3,2,NA,NA,NA,NA,1,6,3.3
"633","2015-16","20161 (Winter 2016)","CSE 331 A","SW DESIGN & IMPL","TATLOCK, ZACHARY L",89,12,42,20,4,6,NA,1,1,NA,NA,NA,NA,3,3.4
"634","2015-16","20161 (Winter 2016)","CSE 332 A","DATA ABSTRACTIONS","BLANK, ADAM D",91,17,39,19,4,7,1,NA,3,NA,1,NA,NA,NA,3.4
"635","2015-16","20161 (Winter 2016)","CSE 332 B","DATA ABSTRACTIONS","BLANK, ADAM D",87,15,36,23,7,4,1,NA,NA,NA,NA,1,NA,NA,3.4
"636","2015-16","20161 (Winter 2016)","CSE 333 A","SYSTEMS PROGRAMMING","PERKINS, HAL",89,18,30,19,5,4,1,3,1,1,1,NA,4,2,3.2
"637","2015-16","20161 (Winter 2016)","CSE 344 A","INTRO DATA MGMT","SUCIU, DAN",89,4,47,23,11,2,NA,NA,1,NA,1,NA,NA,NA,3.4
"638","2015-16","20161 (Winter 2016)","CSE 351 A","HW SW INTERFACE","GROSSMAN, DANIEL JOSEPH",100,13,30,22,18,9,1,3,NA,2,NA,1,NA,1,3.2
"639","2015-16","20161 (Winter 2016)","CSE 369 A","INTRO DIG DESIGN","SEELIG, GEORG",28,6,9,7,2,2,1,NA,NA,NA,1,NA,NA,NA,3.3
"640","2015-16","20161 (Winter 2016)","CSE 373 A","DATA STRUC/ALGORITH","TANIMOTO, STEVEN L",168,33,28,45,24,8,1,3,2,1,NA,NA,NA,23,3.3
"641","2015-16","20161 (Winter 2016)","CSE 374 A","PROG CONCEPTS TOOLS","BAUER, AARON WILLIAM",71,5,30,12,9,8,NA,4,NA,NA,NA,NA,NA,3,3.3
"642","2015-16","20161 (Winter 2016)","CSE 401 A","INT COMPILER CONSTR","CHEUNG, ALVIN K",67,4,28,19,7,3,NA,NA,NA,NA,NA,NA,2,4,3.3
"643","2015-16","20161 (Winter 2016)","CSE 403 A","SOFTWARE ENGINEERING","TORLAK, EMINA",54,11,28,8,6,NA,NA,NA,NA,NA,1,NA,NA,NA,3.5
"644","2015-16","20161 (Winter 2016)","CSE 417 A","ALG & COMP COMPLEX","KARLIN, ANNA",67,4,22,12,5,8,3,2,NA,NA,1,1,2,7,3
"645","2015-16","20161 (Winter 2016)","CSE 421 A","INTRO TO ALGORITHMS","ROTHVOSS, THOMAS",61,11,22,14,12,1,NA,1,NA,NA,NA,NA,NA,NA,3.4
"646","2015-16","20161 (Winter 2016)","CSE 446 A","MACHINE LEARNING","FARHADI, ALI",119,15,63,34,6,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5
"647","2015-16","20161 (Winter 2016)","CSE 451 A","INTRO OPERATING SYS","KIMURA, GARY D.",54,10,31,10,1,1,NA,NA,NA,NA,NA,NA,NA,1,3.6
"648","2015-16","20161 (Winter 2016)","CSE 452 A","DISTRIBUTED SYSTEMS","ANDERSON, THOMAS",62,41,18,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"649","2015-16","20161 (Winter 2016)","CSE 455 A","COMPUTER VISION","SHAPIRO, LINDA G",36,25,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3.8
"650","2015-16","20161 (Winter 2016)","CSE 460 A","ANIMATION CAPSTONE","MONES-HATTAL, BARBARA",19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"651","2015-16","20161 (Winter 2016)","CSE 461 A","INTRO COMP NETWORKS","ZAHORJAN, JOHN",54,21,15,6,3,2,2,3,1,NA,NA,NA,1,NA,3.4
"652","2015-16","20161 (Winter 2016)","CSE 481 H","CAP SOFT DESIGN","CASPI, ANAT",16,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"653","2015-16","20161 (Winter 2016)","CSE 481 I","CAP SOFT DESIGN","HEMINGWAY, BRUCE R.",17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
"654","2015-16","20161 (Winter 2016)","CSE 490 C","SPECIAL TOPICS CSE","KOHNO, TADAYOSHI",20,14,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3.7
"655","2015-16","20161 (Winter 2016)","CSE 490 N","SPECIAL TOPICS CSE","RAO, RAJESH",13,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"656","2015-16","20161 (Winter 2016)","CSE 510 A","ADV TOPICS IN HCI","FOGARTY, JAMES A",25,8,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"657","2015-16","20161 (Winter 2016)","CSE 515 A","STAT METH IN CS","DOMINGOS, PEDRO",36,12,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.7
"658","2015-16","20161 (Winter 2016)","CSE 517 A","NAT LANG PROCESSING","SMITH, NOAH A",43,7,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.7
"659","2015-16","20161 (Winter 2016)","CSE 564 A","SECURITY & PRIVACY","ROESNER, FRANZISKA",22,11,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"660","2015-16","20161 (Winter 2016)","CSE 573 A","ARTIFICIAL INTEL I","WELD, DAN",31,3,20,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.4
"661","2015-16","20161 (Winter 2016)","CSE 599 B1","SPECIAL TOPICS","HELLERSTEIN, JOSEPH L",18,8,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7
"662","2015-16","20161 (Winter 2016)","CSE 599 S","SPECIAL TOPICS","LEE, JAMES R",19,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.9
"663","2015-16","20161 (Winter 2016)","CSE P 501 A","COMPILER CONSTRUCT","PERKINS, HAL",32,11,13,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.6
"664","2015-16","20161 (Winter 2016)","CSE P 552 A","DISTRIBUTED SYSTEMS","PORTS, DAN R K",55,29,20,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3.7
"665","2015-16","20161 (Winter 2016)","CSE P 573 A","APPS ARTIF INTEL","ZETTLEMOYER, LUKE",50,24,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"666","2015-16","20161 (Winter 2016)","CSE P 590 D","SP TPC COMPTR SCI","GOTTESMAN, GREG",14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9
